Time,Voltage,Total PDP
14:42.0,9.64,117.25
14:42.0,9.75,117.25
14:42.0,9.8,117.25
14:42.1,9.74,117.25
14:42.1,9.78,124.63
14:42.1,9.77,124.63
14:42.1,9.89,124.63
14:42.1,9.88,124.63
14:42.2,9.82,122.38
14:42.2,9.9,122.38
14:42.2,9.98,122.38
14:42.2,10.06,122.38
14:42.2,10.18,116.44
14:42.3,10.18,116.44
14:42.3,10.29,116.44
14:42.3,10.34,116.44
14:42.3,10.21,116.44
14:42.3,10.35,103.5
14:42.4,10.3,103.5
14:42.4,10.52,103.5
14:42.4,10.55,103.5
14:42.4,10.61,85.19
14:42.4,10.65,85.19
14:42.5,10.66,85.19
14:42.5,10.64,85.19
14:42.5,10.7,78.13
14:42.5,10.7,78.13
14:42.5,10.5,71.69
14:42.6,10.46,71.69
14:42.6,10.57,71.69
14:42.6,10.64,71.69
14:42.6,10.62,71.69
14:42.6,10.61,81.38
14:42.7,10.62,81.38
14:42.7,10.57,81.38
14:42.7,10.6,81.38
14:42.7,10.59,74.13
14:42.7,10.55,74.13
14:42.8,10.55,74.13
14:42.8,10.55,74.13
14:42.8,10.65,74.13
14:42.8,10.72,74.25
14:42.8,10.61,74.25
14:42.9,10.51,74.25
14:42.9,10.7,74.25
14:42.9,10.75,73.38
14:42.9,10.57,73.38
14:42.9,10.57,73.38
14:43.0,10.76,73.38
14:43.0,10.67,76.25
14:43.0,10.71,76.25
14:43.0,10.87,76.25
14:43.0,10.85,76.25
14:43.1,10.92,71.19
14:43.1,10.8,71.19
14:43.1,11.06,71.19
14:43.1,11.02,71.19
14:43.1,11,59.63
14:43.2,11.05,59.63
14:43.2,11.13,59.63
14:43.2,11.2,51.88
14:43.2,11.17,51.88
14:43.2,11.13,51.88
14:43.3,11.12,51.88
14:43.3,11.13,46.31
14:43.3,11.08,46.31
14:43.3,11.05,46.31
14:43.3,10.94,46.31
14:43.4,11.29,46.31
14:43.4,11.43,47.69
14:43.4,11.45,47.69
14:43.4,11.32,47.69
14:43.4,11.43,47.69
14:43.5,11.44,57
14:43.5,11.52,57
14:43.5,11.6,57
14:43.5,11.56,57
14:43.5,11.52,43.31
14:43.6,11.5,43.31
14:43.6,11.6,43.31
14:43.6,11.64,43.31
14:43.6,11.66,29.31
14:43.6,11.63,29.31
14:43.7,11.63,26.69
14:43.7,11.63,26.69
14:43.7,11.6,26.69
14:43.7,11.59,26.69
14:43.7,11.59,26.69
14:43.8,11.59,24.5
14:43.8,11.54,24.5
14:43.8,11.5,24.5
14:43.8,11.53,24.5
14:43.8,11.48,25.25
14:43.9,11.5,25.25
14:43.9,11.54,25.25
14:43.9,11.45,25.25
14:43.9,11.52,30.13
14:43.9,11.52,30.13
14:44.0,11.52,30.13
14:44.0,11.55,30.13
14:44.0,11.54,30.5
14:44.0,11.54,30.5
14:44.0,11.45,30.5
14:44.1,11.46,30.5
14:44.1,11.44,34
14:44.1,11.45,34
14:44.1,11.57,34
14:44.1,11.6,34
14:44.2,11.54,34
14:44.2,11.48,34.69
14:44.2,11.43,34.69
14:44.2,11.43,34.69
14:44.2,11.39,34.69
14:44.3,11.19,26.75
14:44.3,10.02,26.75
14:44.3,11.01,26.75
14:44.3,11.54,26.75
14:44.3,11.69,34.81
14:44.4,12.18,34.81
14:44.4,12.47,34.81
14:44.4,12.79,34.81
14:44.4,13.11,41.94
14:44.4,13.03,41.94
14:44.5,12.85,33.31
14:44.5,12.8,33.31
14:44.5,12.9,30.88
14:44.5,12.42,30.88
14:44.5,12.14,6.88
14:44.6,12.11,6.88
14:44.6,12.11,6.88
14:44.6,12.02,6.88
14:44.6,11.97,6.88
14:44.6,11.91,13.94
14:44.7,11.86,13.94
14:44.7,11.83,13.94
14:44.7,11.86,13.94
14:44.7,11.91,14.38
14:44.7,12,14.38
14:44.8,12,14.38
14:44.8,11.91,14.38
14:44.8,11.9,20.69
14:44.8,12.04,20.69
14:44.8,12.08,20.69
14:44.9,12.05,20.69
14:44.9,11.94,17.88
14:44.9,11.86,17.88
14:44.9,11.91,17.88
14:44.9,11.95,17.88
14:45.0,12.11,17.88
14:45.0,13.19,12.69
14:45.0,12.39,12.69
14:45.0,12.07,12.69
14:45.0,12.05,12.69
14:45.1,12.38,16.06
14:45.1,12.44,16.06
14:45.1,12.6,16.06
14:45.1,12.59,16.06
14:45.1,12.49,37.25
14:45.2,12.31,37.25
14:45.2,12.26,37.25
14:45.2,12.3,37.25
14:45.2,12.28,9.25
14:45.2,11.13,9.25
14:45.3,11.8,14.94
14:45.3,12.3,14.94
14:45.3,12.19,14.94
14:45.3,12.14,14.94
14:45.3,12.16,10.44
14:45.4,10.73,10.44
14:45.4,10.86,10.44
14:45.4,12.03,10.44
14:45.4,12.3,10.44
14:45.4,12.02,3.88
14:45.5,12,3.88
14:45.5,11.91,3.88
14:45.5,11.68,3.88
14:45.5,11.75,11.56
14:45.5,11.8,11.56
14:45.6,11.62,11.56
14:45.6,11.43,11.56
14:45.6,11.34,20.25
14:45.6,11.3,20.25
14:45.6,11.41,20.25
14:45.7,11.6,20.25
14:45.7,11.86,36.38
14:45.7,12.13,36.38
14:45.7,12.18,36.38
14:45.7,12.13,36.38
14:45.8,12.08,19.44
14:45.8,12.09,19.44
14:45.8,12.21,19.44
14:45.8,12.21,19.44
14:45.8,12.19,19.44
14:45.9,12.18,7.75
14:45.9,12.2,7.75
14:45.9,12.22,7.75
14:45.9,12.21,7.75
14:45.9,12.2,3.06
14:46.0,12.19,3.06
14:46.0,12.2,3.06
14:46.0,10.88,3.06
14:46.0,11.31,3
14:46.0,11.35,3
14:46.1,11.2,3
14:46.1,11.56,3
14:46.1,11.34,2.69
14:46.1,11.33,2.69
14:46.1,11.22,33.13
14:46.2,10.7,33.13
14:46.2,10.54,33.13
14:46.2,11.31,33.13
14:46.2,11.74,42.94
14:46.2,12.05,42.94
14:46.3,12.03,42.94
14:46.3,12.2,42.94
14:46.3,12.14,42.94
14:46.3,12.26,13.19
14:46.3,12.15,13.19
14:46.4,12.15,13.19
14:46.4,12.05,13.19
14:46.4,11.9,5.13
14:46.4,11.73,5.13
14:46.4,11.84,5.13
14:46.5,11.18,5.13
14:46.5,10.84,11.06
14:46.5,10.45,11.06
14:46.5,10.62,11.06
14:46.5,10.48,11.06
14:46.6,10.48,79.44
14:46.6,10.71,79.44
14:46.6,10.88,79.44
14:46.6,11.41,79.44
14:46.6,11.72,75.06
14:46.7,11.86,75.06
14:46.7,11.89,75.06
14:46.7,11.97,75.06
14:46.7,12.02,75.06
14:46.7,11.82,27.19
14:46.8,11.5,27.19
14:46.8,11.55,27.19
14:46.8,11.5,27.19
14:46.8,10.99,8.25
14:46.8,11.01,8.25
14:46.9,10.8,8.25
14:46.9,10.64,8.25
14:46.9,10.64,27.94
14:46.9,10.82,27.94
14:46.9,10.55,27.94
14:47.0,10.54,27.94
14:47.0,10.06,66.31
14:47.0,10.27,66.31
14:47.0,10.29,66.31
14:47.0,10.37,66.31
14:47.1,10.47,70.88
14:47.1,10.31,70.88
14:47.1,10.2,88.06
14:47.1,10.54,88.06
14:47.1,10.37,88.06
14:47.2,10.48,88.06
14:47.2,10.47,88.06
14:47.2,10.21,98.06
14:47.2,10.48,98.06
14:47.2,10.66,98.06
14:47.3,10.37,98.06
14:47.3,10.59,91.69
14:47.3,10.98,91.69
14:47.3,11.26,91.69
14:47.3,11.3,91.69
14:47.4,11.45,101.5
14:47.4,11.59,101.5
14:47.4,11.35,101.5
14:47.4,11.31,101.5
14:47.4,11.95,38.56
14:47.5,11.78,38.56
14:47.5,11.89,38.56
14:47.5,11.9,38.56
14:47.5,11.95,38.56
14:47.5,11.92,31.44
14:47.6,11.64,31.44
14:47.6,11.95,31.44
14:47.6,11.71,31.44
14:47.6,11.52,11.25
14:47.6,11.31,11.25
14:47.7,11.23,11.25
14:47.7,10.75,11.25
14:47.7,10.36,12.75
14:47.7,9.86,12.75
14:47.7,9.65,12.75
14:47.8,9.81,12.75
14:47.8,9.55,52.5
14:47.8,9.47,52.5
14:47.8,8.89,121.81
14:47.8,9.16,121.81
14:47.9,9.3,121.81
14:47.9,9.09,121.81
14:47.9,9.16,121.81
14:47.9,8.88,176.31
14:47.9,9.39,176.31
14:48.0,9.84,176.31
14:48.0,10.42,176.31
14:48.0,10.85,158.56
14:48.0,11.12,158.56
14:48.0,10.89,158.56
14:48.1,11.4,158.56
14:48.1,11.54,68.38
14:48.1,11.19,68.38
14:48.1,11.35,68.38
14:48.1,10.79,68.38
14:48.2,10.54,24.75
14:48.2,10.2,24.75
14:48.2,10.69,24.75
14:48.2,10.73,24.75
14:48.2,10.7,24.75
14:48.3,10.31,67.94
14:48.3,10.54,67.94
14:48.3,10.46,67.94
14:48.3,10.29,67.94
14:48.3,10.48,75.5
14:48.4,9.22,75.5
14:48.4,9.42,84.63
14:48.4,10.32,84.63
14:48.4,10.91,84.63
14:48.4,10.8,84.63
14:48.5,9.78,124.69
14:48.5,9.79,124.69
14:48.5,10.61,124.69
14:48.5,10.75,124.69
14:48.5,10.39,124.69
14:48.6,10.67,130.06
14:48.6,10.82,130.06
14:48.6,10.66,130.06
14:48.6,10.12,130.06
14:48.6,9.64,88.75
14:48.7,8.95,88.75
14:48.7,9.71,88.75
14:48.7,9.75,88.75
14:48.7,9.71,115.19
14:48.7,9.39,115.19
14:48.8,9.53,115.19
14:48.8,9.74,115.19
14:48.8,9.25,118.19
14:48.8,9.37,118.19
14:48.8,9.42,118.19
14:48.9,9.1,118.19
14:48.9,9.07,119.63
14:48.9,9.15,119.63
14:48.9,9.19,119.63
14:48.9,9.36,119.63
14:49.0,9.16,119.63
14:49.0,8.95,143.56
14:49.0,9.4,143.56
14:49.0,9.22,143.56
14:49.0,9.3,143.56
14:49.1,10.06,145.69
14:49.1,10.09,145.69
14:49.1,10.21,145.69
14:49.1,9.89,145.69
14:49.1,11.14,149.19
14:49.2,11.41,149.19
14:49.2,11.57,149.19
14:49.2,11.67,149.19
14:49.2,10.46,83.88
14:49.2,10.57,83.88
14:49.3,10.91,21.56
14:49.3,10.99,21.56
14:49.3,10.61,21.56
14:49.3,10.65,21.56
14:49.3,10.2,61.5
14:49.4,9.35,61.5
14:49.4,9.48,61.5
14:49.4,8.83,61.5
14:49.4,8.43,61.5
14:49.4,8.1,128.88
14:49.5,8.3,128.88
14:49.5,8.77,128.88
14:49.5,7.85,128.88
14:49.5,8.47,185.06
14:49.5,8.65,185.06
14:49.6,9.07,185.06
14:49.6,9.13,185.06
14:49.6,9.09,180
14:49.6,9.82,180
14:49.6,10.27,180
14:49.7,10.75,180
14:49.7,11.16,151.75
14:49.7,11.43,151.75
14:49.7,11.42,151.75
14:49.7,11.99,151.75
14:49.8,11.33,57.94
14:49.8,11.87,57.94
14:49.8,11.52,57.94
14:49.8,11.94,57.94
14:49.8,12.66,16.06
14:49.9,12.27,16.06
14:49.9,11.68,16.06
14:49.9,11.14,16.06
14:49.9,11.45,16.06
14:49.9,11.48,13.38
14:50.0,11.74,13.38
14:50.0,11.71,13.38
14:50.0,11.26,13.38
14:50.0,11.07,33.25
14:50.0,11.37,33.25
14:50.1,10.94,33.25
14:50.1,10.97,33.25
14:50.1,10.77,33.56
14:50.1,10.73,33.56
14:50.1,10.72,33.56
14:50.2,10.74,33.56
14:50.2,10.75,46.69
14:50.2,10.8,46.69
14:50.2,10.77,75.94
14:50.2,10.61,75.94
14:50.3,10.84,75.94
14:50.3,10.82,75.94
14:50.3,10.79,77.19
14:50.3,10.7,77.19
14:50.3,10.59,77.19
14:50.4,10.64,77.19
14:50.4,11.05,77.19
14:50.4,11.38,61.94
14:50.4,11.55,61.94
14:50.4,11.74,61.94
14:50.5,11.92,61.94
14:50.5,12.09,38.5
14:50.5,12.24,38.5
14:50.5,12.42,38.5
14:50.5,12.5,38.5
14:50.6,12.43,8.5
14:50.6,12.45,8.5
14:50.6,12.17,8.5
14:50.6,12.14,8.5
14:50.6,12.11,2.94
14:50.7,12.14,2.94
14:50.7,12.17,2.94
14:50.7,12.14,2.94
14:50.7,11.95,2.94
14:50.7,11.75,4.13
14:50.8,11.33,4.13
14:50.8,10.91,4.13
14:50.8,10.58,4.13
14:50.8,10.01,7.25
14:50.8,9.02,7.25
14:50.9,9.89,7.25
14:50.9,10.95,7.25
14:50.9,11.36,64.69
14:50.9,10.13,64.69
14:50.9,8.95,64.69
14:51.0,10.03,64.69
14:51.0,10.82,71.13
14:51.0,10.43,71.13
14:51.0,10.33,71.13
14:51.0,10.6,71.13
14:51.1,10.91,141.69
14:51.1,10.65,141.69
14:51.1,10.61,97.44
14:51.1,10.77,97.44
14:51.1,11.06,97.44
14:51.2,11.32,97.44
14:51.2,11.31,97.44
14:51.2,11.21,71.13
14:51.2,11.41,71.13
14:51.2,11.48,71.13
14:51.3,11.77,71.13
14:51.3,12,36.94
14:51.3,12.15,36.94
14:51.3,12.58,36.94
14:51.3,12.5,36.94
14:51.4,12.27,10.75
14:51.4,12.14,10.75
14:51.4,12.05,10.75
14:51.4,12.14,10.75
14:51.4,12.2,2.44
14:51.5,12.11,2.44
14:51.5,12.16,2.44
14:51.5,11.89,2.44
14:51.5,11.82,7.75
14:51.5,11.39,7.75
14:51.6,11.63,7.75
14:51.6,11.45,7.75
14:51.6,11.46,12.94
14:51.6,11.93,12.94
14:51.6,12.03,12.94
14:51.7,12.14,12.94
14:51.7,12.11,12.94
14:51.7,11.93,16.13
14:51.7,12.26,16.13
14:51.7,12.22,16.13
14:51.8,12.14,16.13
14:51.8,10.55,3.81
14:51.8,11.16,3.81
14:51.8,12.09,3.81
14:51.8,11.41,3.81
14:51.9,11.02,3.13
14:51.9,10.85,3.13
14:51.9,10.86,13.75
14:51.9,10.26,13.75
14:51.9,9.76,13.75
14:52.0,10.06,13.75
14:52.0,9.81,75.75
14:52.0,10.02,75.75
14:52.0,10.17,75.75
14:52.0,10.16,75.75
14:52.1,9.96,75.75
14:52.1,10.06,87
14:52.1,9.93,87
14:52.1,10.11,87
14:52.1,10.43,87
14:52.2,10.81,102
14:52.2,11.15,102
14:52.2,11.38,102
14:52.2,11.45,102
14:52.2,11.65,78.19
14:52.3,11.63,78.19
14:52.3,9.95,78.19
14:52.3,10.72,78.19
14:52.3,11.3,25.81
14:52.3,11.54,25.81
14:52.4,11.41,25.81
14:52.4,11.61,25.81
14:52.4,11.09,33
14:52.4,11.25,33
14:52.4,11.09,33
14:52.5,11.05,33
14:52.5,10.79,29
14:52.5,10.95,29
14:52.5,11.09,29
14:52.5,10.65,29
14:52.6,10.94,60.94
14:52.6,10.7,60.94
14:52.6,10.71,60.94
14:52.6,10.73,60.94
14:52.6,10.81,72.19
14:52.7,10.69,72.19
14:52.7,10.68,72.19
14:52.7,9.91,72.19
14:52.7,10.67,72.19
14:52.7,10.96,53.31
14:52.8,11.16,53.31
14:52.8,11.2,53.31
14:52.8,11.29,53.31
14:52.8,11.25,90.5
14:52.8,11.47,90.5
14:52.9,11.65,90.5
14:52.9,11.59,90.5
14:52.9,11.5,43.44
14:52.9,11.34,43.44
14:52.9,11.15,43.44
14:53.0,11.3,43.44
14:53.0,11.48,22.25
14:53.0,11.26,22.25
14:53.0,11.59,40.75
14:53.0,11.41,40.75
14:53.1,11.48,39.5
14:53.1,11.68,39.5
14:53.1,11.66,23.5
14:53.1,10.86,23.5
14:53.1,10.26,23.5
14:53.2,9.66,23.5
14:53.2,9.84,23.5
14:53.2,10.47,43.06
14:53.2,10.63,43.06
14:53.2,10.27,43.06
14:53.3,9.58,43.06
14:53.3,9.21,108.5
14:53.3,9.54,108.5
14:53.3,9.74,108.5
14:53.3,9.48,108.5
14:53.4,9.37,127.81
14:53.4,9.29,127.81
14:53.4,9.11,127.81
14:53.4,8.96,127.81
14:53.4,9.58,116.25
14:53.5,10,116.25
14:53.5,9.84,116.25
14:53.5,10.03,116.25
14:53.5,10.21,119.88
14:53.5,10.27,119.88
14:53.6,10.29,119.88
14:53.6,10.39,119.88
14:53.6,10.5,101.63
14:53.6,10.34,101.63
14:53.6,10.51,101.63
14:53.7,10.54,101.63
14:53.7,10.57,77.5
14:53.7,10.3,77.5
14:53.7,9.72,77.5
14:53.7,9.26,77.5
14:53.8,9.56,77.5
14:53.8,10.45,66.5
14:53.8,10.35,66.5
14:53.8,11.05,66.5
14:53.8,10.57,66.5
14:53.9,10.76,146.44
14:53.9,10.82,146.44
14:53.9,10.91,146.44
14:53.9,10.87,146.44
14:53.9,10.89,73.5
14:54.0,10.53,73.5
14:54.0,10.43,73.5
14:54.0,10.44,73.5
14:54.0,10.45,52.5
14:54.0,10.31,52.5
14:54.1,10.34,73.19
14:54.1,10.22,73.19
14:54.1,10.17,73.19
14:54.1,10.31,73.19
14:54.1,9.72,87.56
14:54.2,9.8,87.56
14:54.2,9.84,87.56
14:54.2,9.55,87.56
14:54.2,9.39,102.56
14:54.2,9.66,102.56
14:54.3,9.88,102.56
14:54.3,10.49,102.56
14:54.3,10.8,102.56
14:54.3,10.94,137.13
14:54.3,11.4,137.13
14:54.4,11.43,137.13
14:54.4,11.44,137.13
14:54.4,11.87,64.94
14:54.4,11.54,64.94
14:54.4,11.42,64.94
14:54.5,11.73,64.94
14:54.5,11.53,27.75
14:54.5,11.85,27.75
14:54.5,11.42,27.75
14:54.5,11.45,27.75
14:54.6,12.2,14.5
14:54.6,12.14,14.5
14:54.6,12.07,14.5
14:54.6,12.07,14.5
14:54.6,12.09,14.5
14:54.7,12.03,18.81
14:54.7,12.04,18.81
14:54.7,12.23,18.81
14:54.7,12.21,18.81
14:54.7,12.18,2.63
14:54.8,12.12,2.63
14:54.8,12.13,2.63
14:54.8,12.13,2.63
14:54.8,12.14,4.19
14:54.8,12.14,4.19
14:54.9,12.12,4.19
14:54.9,12,4.19
14:54.9,12.05,3.38
14:54.9,12.07,3.38
14:54.9,11.95,3.38
14:55.0,11.99,3.38
14:55.0,12.12,4.19
14:55.0,12.11,4.19
14:55.0,12.13,9.31
14:55.0,12.04,9.31
14:55.1,12.07,9.31
14:55.1,12.11,9.31
14:55.1,12.16,2.75
14:55.1,11.69,2.75
14:55.1,11.81,2.75
14:55.2,11.9,2.75
14:55.2,11.55,2.75
14:55.2,11.45,9.5
14:55.2,11.56,9.5
14:55.2,11.8,9.5
14:55.3,11.85,9.5
14:55.3,11.84,29.19
14:55.3,11.89,29.19
14:55.3,11.97,29.19
14:55.3,12.02,29.19
14:55.4,12.01,13.5
14:55.4,12.02,13.5
14:55.4,12.04,13.5
14:55.4,12.07,13.5
14:55.4,12.06,7.25
14:55.5,12.04,7.25
14:55.5,12.03,7.25
14:55.5,12.02,7.25
14:55.5,12.04,6.38
14:55.5,12.03,6.38
14:55.6,12,6.38
14:55.6,12.03,6.38
14:55.6,12.03,6.38
14:55.6,12.15,6.94
14:55.6,12.31,6.94
14:55.7,12.28,6.94
14:55.7,12.17,6.94
14:55.7,12.13,7.75
14:55.7,11.99,7.75
14:55.7,12.05,7.75
14:55.8,12.15,7.75
14:55.8,12.2,2.81
14:55.8,12.18,2.81
14:55.8,12.16,6.19
14:55.8,12.09,6.19
14:55.9,12.1,6.06
14:55.9,12.14,6.06
14:55.9,12.17,3.5
14:55.9,12.16,3.5
14:55.9,12.18,3.5
14:56.0,11.64,3.5
14:56.0,10.85,3.31
14:56.0,11.5,3.31
14:56.0,11.47,3.31
14:56.0,11.01,3.31
14:56.1,10.7,3.31
14:56.1,10.44,33
14:56.1,10.29,33
14:56.1,10.1,33
14:56.1,9.68,33
14:56.2,9.48,84.19
14:56.2,9.57,84.19
14:56.2,10.3,84.19
14:56.2,10.1,84.19
14:56.2,10.4,136.75
14:56.3,9.79,136.75
14:56.3,9.45,136.75
14:56.3,9.86,136.75
14:56.3,9.79,104.56
14:56.3,9.91,104.56
14:56.4,9.74,104.56
14:56.4,10.17,104.56
14:56.4,10.27,94.31
14:56.4,10.6,94.31
14:56.4,10.59,94.31
14:56.5,11.02,94.31
14:56.5,11.32,90.5
14:56.5,11.33,90.5
14:56.5,10.88,90.5
14:56.5,10.33,90.5
14:56.6,9.9,90.5
14:56.6,9.66,41.63
14:56.6,9.76,41.63
14:56.6,9.85,41.63
14:56.6,9.84,41.63
14:56.7,9.8,87.56
14:56.7,10.28,87.56
14:56.7,10.61,87.56
14:56.7,10.62,87.56
14:56.7,11.04,110.75
14:56.8,11.18,110.75
14:56.8,11.85,110.75
14:56.8,10.17,110.75
14:56.8,11.01,63.25
14:56.8,11.19,63.25
14:56.9,11.43,63.25
14:56.9,11.27,63.25
14:56.9,11.45,56.06
14:56.9,11.5,56.06
14:56.9,11.5,35.81
14:57.0,11.45,35.81
14:57.0,11.27,35.81
14:57.0,11.35,35.81
14:57.0,11.28,40.38
14:57.0,11.39,40.38
14:57.1,11.51,40.38
14:57.1,11.67,40.38
14:57.1,11.68,40.38
14:57.1,11.78,37.81
14:57.1,11.86,37.81
14:57.2,11.86,37.81
14:57.2,11.87,37.81
14:57.2,11.9,18.63
14:57.2,11.98,18.63
14:57.2,12.16,18.63
14:57.3,12.11,18.63
14:57.3,12.12,10.63
14:57.3,12.23,10.63
14:57.3,12.22,10.63
14:57.3,11.95,10.63
14:57.4,11.87,10.69
14:57.4,11.7,10.69
14:57.4,11.71,10.69
14:57.4,11.7,10.69
14:57.4,11.7,11.63
14:57.5,11.8,11.63
14:57.5,11.73,11.63
14:57.5,11.88,11.63
14:57.5,11.91,18.06
14:57.5,11.91,18.06
14:57.6,11.94,18.06
14:57.6,11.99,18.06
14:57.6,12.05,12.25
14:57.6,12.04,12.25
14:57.6,12,12.25
14:57.7,11.77,12.25
14:57.7,11.73,12.25
14:57.7,11.83,7.44
14:57.7,11.91,7.44
14:57.7,12.05,7.44
14:57.8,12.02,7.44
14:57.8,10.08,19.56
14:57.8,11.7,19.56
14:57.8,12.25,19.56
14:57.8,11.97,19.56
14:57.9,11.02,5.88
14:57.9,11.54,5.88
14:57.9,12,5.88
14:57.9,11.84,5.88
14:57.9,11.77,5.81
14:58.0,11.7,5.81
14:58.0,11.83,9.63
14:58.0,11.86,9.63
14:58.0,11.89,9.63
14:58.0,11.88,9.63
14:58.1,11.89,13.06
14:58.1,11.8,13.06
14:58.1,11.87,13.06
14:58.1,11.87,13.06
14:58.1,11.85,13.06
14:58.2,11.87,12.31
14:58.2,11.88,12.31
14:58.2,11.83,12.31
14:58.2,11.88,12.31
14:58.2,11.84,14.81
14:58.3,11.87,14.81
14:58.3,11.87,14.81
14:58.3,11.91,14.81
14:58.3,11.92,13.94
14:58.3,11.87,13.94
14:58.4,11.75,13.94
14:58.4,11.75,13.94
14:58.4,11.71,13.75
14:58.4,11.77,13.75
14:58.4,11.77,13.75
14:58.5,11.77,13.75
14:58.5,11.78,13.75
14:58.5,11.77,20.81
14:58.5,11.85,20.81
14:58.5,11.65,20.81
14:58.6,11.81,20.81
14:58.6,11.9,18
14:58.6,11.84,18
14:58.6,11.82,18
14:58.6,11.86,18
14:58.7,11.9,14.94
14:58.7,11.95,14.94
14:58.7,11.97,14.94
14:58.7,11.94,14.94
14:58.7,11.97,19.31
14:58.8,11.97,19.31
14:58.8,11.95,19.31
14:58.8,11.95,19.31
14:58.8,11.97,10.5
14:58.8,11.98,10.5
14:58.9,11.99,9.25
14:58.9,11.98,9.25
14:58.9,11.98,9.25
14:58.9,11.95,9.25
14:58.9,11.96,9.56
14:59.0,11.99,9.56
14:59.0,11.9,9.56
14:59.0,11.77,9.56
14:59.0,11.62,9.56
14:59.0,11.21,10.25
14:59.1,11.32,10.25
14:59.1,11.44,10.25
14:59.1,10.84,10.25
14:59.1,10.98,25.75
14:59.1,11.12,25.75
14:59.2,10.9,25.75
14:59.2,10.84,25.75
14:59.2,10.52,50.88
14:59.2,10.34,50.88
14:59.2,10.71,50.88
14:59.3,10.45,50.88
14:59.3,10.94,56.13
14:59.3,11.65,56.13
14:59.3,11.97,56.13
14:59.3,11.98,56.13
14:59.4,12.02,60.75
14:59.4,12.09,60.75
14:59.4,12.12,60.75
14:59.4,12.12,60.75
14:59.4,12.04,5.38
14:59.5,11.84,5.38
14:59.5,11.85,5.38
14:59.5,11.77,5.38
14:59.5,11.45,3.06
14:59.5,11.06,3.06
14:59.6,10.72,3.06
14:59.6,10.35,3.06
14:59.6,9.76,3.06
14:59.6,9.48,30.63
14:59.6,9.6,30.63
14:59.7,9.68,30.63
14:59.7,10.2,30.63
14:59.7,10.34,99.94
14:59.7,10.59,99.94
14:59.7,10.56,99.94
14:59.8,10.57,99.94
14:59.8,10.48,90.75
14:59.8,10.97,90.75
14:59.8,11.22,90.75
14:59.8,11.59,90.75
14:59.9,11.89,59.06
14:59.9,12.05,59.06
14:59.9,12.09,44.19
14:59.9,12.09,44.19
14:59.9,12.09,44.19
15:00.0,12.11,44.19
15:00.0,12.05,2.69
15:00.0,12.1,2.69
15:00.0,12.1,2.69
15:00.0,11.87,2.69
15:00.1,12.03,2.69
15:00.1,11.8,3.5
15:00.1,11.2,3.5
15:00.1,10.96,3.5
15:00.1,10.58,3.5
15:00.2,9.9,9.56
15:00.2,9.63,9.56
15:00.2,10.2,9.56
15:00.2,10,9.56
15:00.2,10.46,86.44
15:00.3,10.42,86.44
15:00.3,10.2,86.44
15:00.3,10.37,86.44
15:00.3,10.57,100.13
15:00.3,10.53,100.13
15:00.4,10.7,100.13
15:00.4,11.34,100.13
15:00.4,11.39,83.56
15:00.4,11.82,83.56
15:00.4,11.99,83.56
15:00.5,12.01,83.56
15:00.5,12.03,83.56
15:00.5,12.01,31.5
15:00.5,11.77,31.5
15:00.5,11.64,31.5
15:00.6,11.59,31.5
15:00.6,11.77,4.19
15:00.6,11.8,4.19
15:00.6,11.76,4.19
15:00.6,11.85,4.19
15:00.7,11.52,30.69
15:00.7,11.98,30.69
15:00.7,12.08,30.69
15:00.7,12.01,30.69
15:00.7,12.08,17.44
15:00.8,12.09,17.44
15:00.8,12.07,15.44
15:00.8,12.13,15.44
15:00.8,12.06,3.06
15:00.8,12.1,3.06
15:00.9,12.11,2.69
15:00.9,11.56,2.69
15:00.9,11.98,2.69
15:00.9,11.99,2.69
15:00.9,11.74,2.88
15:01.0,11.38,2.88
15:01.0,11.43,2.88
15:01.0,11.2,2.88
15:01.0,11.01,2.88
15:01.0,10.8,22.56
15:01.1,10.91,22.56
15:01.1,10.61,22.56
15:01.1,10.45,22.56
15:01.1,10.79,53.38
15:01.1,10.97,53.38
15:01.2,11.2,53.38
15:01.2,11.45,53.38
15:01.2,11.82,93.06
15:01.2,11.94,93.06
15:01.2,12.03,93.06
15:01.3,11.94,93.06
15:01.3,11.14,18.31
15:01.3,11.5,18.31
15:01.3,12.17,18.31
15:01.3,12.14,18.31
15:01.4,12.02,3.38
15:01.4,11.94,3.38
15:01.4,11.94,3.38
15:01.4,11.96,3.38
15:01.4,11.95,3.44
15:01.5,11.86,3.44
15:01.5,11.91,3.44
15:01.5,11.85,3.44
15:01.5,11.92,3.44
15:01.5,11.85,9.13
15:01.6,11.92,9.13
15:01.6,11.96,9.13
15:01.6,11.95,9.13
15:01.6,11.96,12.44
15:01.6,11.95,12.44
15:01.7,11.95,12.44
15:01.7,11.92,12.44
15:01.7,11.92,9.25
15:01.7,11.9,9.25
15:01.7,11.86,9.19
15:01.8,11.87,9.19
15:01.8,11.89,9.19
15:01.8,11.83,9.19
15:01.8,11.83,13.94
15:01.8,11.85,13.94
15:01.9,11.82,13.94
15:01.9,11.75,13.94
15:01.9,11.85,13.94
15:01.9,11.84,14.75
15:01.9,11.8,14.75
15:02.0,11.85,14.75
15:02.0,11.77,14.75
15:02.0,11.86,17.06
15:02.0,11.7,17.06
15:02.0,11.66,17.06
15:02.1,11.62,17.06
15:02.1,11.79,16
15:02.1,11.73,16
