Time,Voltage,Total PDP
13:16.6,10.2,77.81
13:16.6,10.12,77.81
13:16.6,10.24,98.69
13:16.6,10.31,98.69
13:16.7,10.3,98.69
13:16.7,10.34,98.69
13:16.7,10.51,98.69
13:16.7,10.67,98.69
13:16.7,10.55,103.13
13:16.8,11.04,103.13
13:16.8,10.62,103.13
13:16.8,10.6,103.13
13:16.8,10.67,90.94
13:16.8,10.56,90.94
13:16.9,10.27,90.94
13:16.9,10.39,90.94
13:16.9,10.61,86
13:16.9,10.69,86
13:16.9,10.62,104.13
13:17.0,10.6,104.13
13:17.0,10.73,104.13
13:17.0,10.54,104.13
13:17.0,10.5,88.88
13:17.0,10.51,88.88
13:17.1,10.76,88.88
13:17.1,10.94,88.88
13:17.1,11.26,88.88
13:17.1,11.31,92.56
13:17.1,11.37,92.56
13:17.2,11.46,92.56
13:17.2,11.27,92.56
13:17.2,11.28,46.56
13:17.2,11.04,46.56
13:17.2,10.76,46.56
13:17.3,10.81,46.56
13:17.3,10.84,48.31
13:17.3,10.75,48.31
13:17.3,10.69,48.31
13:17.3,10.7,48.31
13:17.4,10.8,69.81
13:17.4,10.75,69.81
13:17.4,9.99,69.81
13:17.4,11.35,69.81
13:17.4,11.84,69.81
13:17.5,11.45,78.06
13:17.5,11.3,78.06
13:17.5,11.26,78.06
13:17.5,11.24,78.06
13:17.5,11.16,32.63
13:17.6,11.13,32.63
13:17.6,11.04,32.63
13:17.6,11.06,32.63
13:17.6,10.89,46.94
13:17.6,10.66,46.94
13:17.7,10.89,46.94
13:17.7,10.99,46.94
13:17.7,10.91,60.75
13:17.7,10.72,60.75
13:17.7,10.8,67.5
13:17.8,10.18,67.5
13:17.8,10.03,67.5
13:17.8,10.39,67.5
13:17.8,10.5,81.88
13:17.8,10.55,81.88
13:17.9,10.62,81.88
13:17.9,10.82,81.88
13:17.9,10.89,81.88
13:17.9,10.92,90.31
13:17.9,11.07,90.31
13:18.0,11.12,90.31
13:18.0,11.1,90.31
13:18.0,11.13,67.44
13:18.0,11.29,67.44
13:18.0,11.44,67.44
13:18.1,11.3,67.44
13:18.1,11.53,57.88
13:18.1,11.62,57.88
13:18.1,11.66,57.88
13:18.1,11.81,57.88
13:18.2,11.92,42.25
13:18.2,11.82,42.25
13:18.2,11.8,42.25
13:18.2,11.82,42.25
13:18.2,11.85,20.38
13:18.3,11.88,20.38
13:18.3,11.86,20.38
13:18.3,11.76,20.38
13:18.3,11.63,20.38
13:18.3,11.74,23.13
13:18.4,11.8,23.13
13:18.4,11.78,23.13
13:18.4,11.66,23.13
13:18.4,11.62,26.13
13:18.4,11.69,26.13
13:18.5,11.82,26.13
13:18.5,11.93,26.13
13:18.5,11.89,22.13
13:18.5,11.92,22.13
13:18.5,11.98,25.63
13:18.6,12.24,25.63
13:18.6,12.62,28.25
13:18.6,12.88,28.25
13:18.6,12.95,28.63
13:18.6,12.96,28.63
13:18.7,12.9,28.63
13:18.7,12.86,28.63
13:18.7,12.69,21.69
13:18.7,12.48,21.69
13:18.7,12.08,21.69
13:18.8,11.52,21.69
13:18.8,11.75,21.69
13:18.8,12,11
13:18.8,11.05,11
13:18.8,12.14,11
13:18.9,12.31,11
13:18.9,12.16,33.63
13:18.9,12.02,33.63
13:18.9,11.96,33.63
13:18.9,11.64,33.63
13:19.0,11.59,15.19
13:19.0,11.63,15.19
13:19.0,11.64,15.19
13:19.0,11.48,15.19
13:19.0,11.28,32.69
13:19.1,11.23,32.69
13:19.1,11.26,32.69
13:19.1,11.08,32.69
13:19.1,10.78,52.31
13:19.1,10.73,52.31
13:19.2,10.95,52.31
13:19.2,10.96,52.31
13:19.2,10.95,52.31
13:19.2,10.96,63.5
13:19.2,11.11,63.5
13:19.3,11.09,63.5
13:19.3,10.99,63.5
13:19.3,11.14,68.06
13:19.3,11.18,68.06
13:19.3,11.25,65.94
13:19.4,11.19,65.94
13:19.4,11.1,60.75
13:19.4,11.16,60.75
13:19.4,11.25,48
13:19.4,11.33,48
13:19.5,11.4,48
13:19.5,11.54,48
13:19.5,11.63,48
13:19.5,11.61,52.31
13:19.5,11.68,52.31
13:19.6,11.8,52.31
13:19.6,11.83,52.31
13:19.6,11.83,31.69
13:19.6,11.86,31.69
13:19.6,11.9,31.69
13:19.7,11.99,31.69
13:19.7,12.05,23.25
13:19.7,12.66,23.25
13:19.7,12.44,23.25
13:19.7,12.8,23.25
13:19.8,12.7,17.13
13:19.8,13.03,17.13
13:19.8,12.79,17.13
13:19.8,12.9,17.13
13:19.8,12.91,2.31
13:19.9,12.71,2.31
13:19.9,12.62,2.31
13:19.9,12.48,2.31
13:19.9,12.43,2.31
13:19.9,12.35,3.38
13:20.0,12.3,3.38
13:20.0,12.29,3.38
13:20.0,12.34,3.38
13:20.0,12.36,2.81
13:20.0,12.41,2.81
13:20.1,12.41,2.81
13:20.1,12.36,2.81
13:20.1,12.25,2.5
13:20.1,11.51,2.5
13:20.1,11.31,2.5
13:20.2,11.52,2.5
13:20.2,11.99,4.38
13:20.2,12.05,4.38
13:20.2,12.23,4.38
13:20.2,12.14,4.38
13:20.3,12,34.31
13:20.3,11.77,34.31
13:20.3,11.78,9.31
13:20.3,11.79,9.31
13:20.3,11.8,9.31
13:20.4,11.85,9.31
13:20.4,11.84,9.31
13:20.4,11.86,31.88
13:20.4,11.9,31.88
13:20.4,11.95,31.88
13:20.5,11.97,31.88
13:20.5,11.98,27.81
13:20.5,11.97,27.81
13:20.5,12.02,27.81
13:20.5,11.99,27.81
13:20.6,11.96,18.25
13:20.6,11.97,18.25
13:20.6,11.99,18.25
13:20.6,11.97,18.25
13:20.6,11.99,19.5
13:20.7,11.98,19.5
13:20.7,12.03,19.5
13:20.7,12,19.5
13:20.7,12.04,14.94
13:20.7,12.04,14.94
13:20.8,12.09,14.94
13:20.8,12.08,14.94
13:20.8,11.95,14.94
13:20.8,12.09,13.44
13:20.8,12.14,13.44
13:20.9,12.04,13.44
13:20.9,11.96,13.44
13:20.9,11.94,12.06
13:20.9,11.99,12.06
13:20.9,11.59,12.06
13:21.0,11.68,12.06
13:21.0,11.6,13.13
13:21.0,11.36,13.13
13:21.0,11.33,13.13
13:21.0,11.39,13.13
13:21.1,11.27,37.19
13:21.1,11.28,37.19
13:21.1,11.3,37.19
13:21.1,11.38,37.19
13:21.1,11.36,51.88
13:21.2,11.36,51.88
13:21.2,11.5,50.5
13:21.2,11.53,50.5
13:21.2,11.57,50.5
13:21.2,11.48,50.5
13:21.3,11.59,40.69
13:21.3,11.57,40.69
13:21.3,11.63,40.69
13:21.3,11.59,40.69
13:21.3,11.68,40.69
13:21.4,11.73,39.75
13:21.4,11.71,39.75
13:21.4,11.7,39.75
13:21.4,11.79,39.75
13:21.4,11.83,29.63
13:21.5,11.9,29.63
13:21.5,11.85,29.63
13:21.5,11.77,29.63
13:21.5,11.93,24.75
13:21.5,11.87,24.75
13:21.6,11.87,24.75
13:21.6,12.09,24.75
13:21.6,12.19,23
13:21.6,12.14,23
13:21.6,12.16,23
13:21.7,12.24,23
13:21.7,12.3,23
13:21.7,12.26,8.31
13:21.7,12.21,8.31
13:21.7,12.13,8.31
13:21.8,12.1,8.31
13:21.8,12.16,7.44
13:21.8,12.12,7.44
13:21.8,12.09,7.44
13:21.8,12.14,7.44
13:21.9,12.15,11.31
13:21.9,12.17,11.31
13:21.9,12.09,11.31
13:21.9,12.09,11.31
13:21.9,12.06,12.63
13:22.0,12.09,12.63
13:22.0,12.09,12.63
13:22.0,12.03,12.63
13:22.0,12.12,12.13
13:22.0,12.13,12.13
13:22.1,12.16,12.25
13:22.1,12.09,12.25
13:22.1,12.09,11.81
13:22.1,12.14,11.81
13:22.1,12.14,10.94
13:22.2,12.14,10.94
13:22.2,12.1,10.94
13:22.2,12.11,10.94
13:22.2,12.13,11.69
13:22.2,12.11,11.69
13:22.3,12.14,11.69
13:22.3,12.1,11.69
13:22.3,12.09,11.69
13:22.3,12.09,12.56
13:22.3,12.13,12.56
13:22.4,12.13,12.56
13:22.4,12.09,12.56
13:22.4,11.66,11.38
13:22.4,12.07,11.38
13:22.4,12,11.38
13:22.5,11.96,11.38
13:22.5,12.07,16.75
13:22.5,12.13,16.75
13:22.5,12.09,16.75
13:22.5,11.95,16.75
13:22.6,11.95,16.5
13:22.6,11.91,16.5
13:22.6,11.95,16.5
13:22.6,11.87,16.5
13:22.6,11.85,19.81
13:22.7,11.89,19.81
13:22.7,11.93,19.81
13:22.7,11.94,19.81
13:22.7,11.92,21.69
13:22.7,11.83,21.69
13:22.8,11.86,21.69
13:22.8,11.91,21.69
13:22.8,11.86,21.69
13:22.8,11.84,20.69
13:22.8,11.89,20.69
13:22.9,11.94,20.69
13:22.9,11.92,20.69
13:22.9,11.92,24
13:22.9,11.92,24
13:22.9,11.94,24
13:23.0,11.93,24
13:23.0,11.94,20.19
13:23.0,11.95,20.19
13:23.0,11.96,20.19
13:23.0,12,20.19
13:23.1,11.95,20.31
13:23.1,11.98,20.31
13:23.1,11.98,20.31
13:23.1,11.97,20.31
13:23.1,11.98,19.69
13:23.2,11.97,19.69
13:23.2,11.94,19.81
13:23.2,11.95,19.81
13:23.2,11.87,19.81
13:23.2,11.97,19.81
13:23.3,11.93,19.81
13:23.3,12.09,18.63
13:23.3,11.89,18.63
13:23.3,12.63,18.63
13:23.3,12.56,18.63
13:23.4,10.78,23.13
13:23.4,12.14,23.13
13:23.4,12.36,23.13
13:23.4,12.3,23.13
13:23.4,12.24,65.25
13:23.5,12.27,65.25
13:23.5,12.28,65.25
13:23.5,12.26,65.25
13:23.5,12.27,8.06
13:23.5,11.64,8.06
13:23.6,8.79,8.06
13:23.6,11.62,8.06
13:23.6,12.41,5.06
13:23.6,12.08,5.06
13:23.6,10.98,5.06
13:23.7,11.07,5.06
13:23.7,11.3,5.06
13:23.7,11.23,30.38
13:23.7,11.04,30.38
13:23.7,10.87,30.38
13:23.8,10.36,30.38
13:23.8,10.4,57.63
13:23.8,10.72,57.63
13:23.8,10.89,57.63
13:23.8,11,57.63
13:23.9,11,75.63
13:23.9,11.02,75.63
13:23.9,11.27,75.63
13:23.9,11.18,75.63
13:23.9,11.28,62
13:24.0,11.36,62
13:24.0,10.95,62
13:24.0,10.79,62
13:24.0,11.18,54.44
13:24.0,11.19,54.44
13:24.1,10.18,54.44
13:24.1,10.16,77.19
13:24.1,10.75,77.19
13:24.1,10.76,77.19
13:24.1,11.1,77.19
13:24.2,10.59,142.44
13:24.2,11.57,142.44
13:24.2,11.65,142.44
13:24.2,11.83,142.44
13:24.2,12.26,63.75
13:24.3,12.19,63.75
13:24.3,12.21,63.75
13:24.3,12.19,63.75
13:24.3,12.22,16.38
13:24.3,12.23,16.38
13:24.4,12.25,16.38
13:24.4,12.24,16.38
13:24.4,12.23,4.81
13:24.4,12.25,4.81
13:24.4,12.24,4.81
13:24.5,12.23,4.81
13:24.5,12.25,4.31
13:24.5,12.2,4.31
13:24.5,11.76,4.31
13:24.5,11.25,4.31
13:24.6,10.8,4.31
13:24.6,10.53,4.69
13:24.6,10.14,4.69
13:24.6,9.97,4.69
13:24.6,10.6,4.69
13:24.7,11.15,57.44
13:24.7,11.42,57.44
13:24.7,11.82,57.44
13:24.7,12.11,57.44
13:24.7,12.25,120.94
13:24.8,12.3,120.94
13:24.8,12.27,120.94
13:24.8,12.26,120.94
13:24.8,12.21,19.31
13:24.8,12.23,19.31
13:24.9,12.3,19.31
13:24.9,12.3,19.31
13:24.9,12.29,4.81
13:24.9,12.19,4.81
13:24.9,12.05,4.81
13:25.0,11.92,4
13:25.0,11.97,4
13:25.0,12,4
13:25.0,12.04,4
13:25.0,12.04,19.06
13:25.1,12.15,19.06
13:25.1,12.24,19.06
13:25.1,12.27,19.06
13:25.1,12.25,15.75
13:25.1,12.27,15.75
13:25.2,12.28,15.75
13:25.2,12.29,15.75
13:25.2,12.27,4.13
13:25.2,12.28,4.13
13:25.2,12.28,4.13
13:25.3,12.29,4.13
13:25.3,12.29,4.69
13:25.3,12.3,4.69
13:25.3,12.22,4.69
13:25.3,9.24,4.69
13:25.4,11.48,4.06
13:25.4,12.34,4.06
13:25.4,12.29,4.06
13:25.4,11.65,4.06
13:25.4,11.29,161.94
13:25.5,11.05,161.94
13:25.5,11.15,161.94
13:25.5,11.47,161.94
13:25.5,11.57,161.94
13:25.5,12,55.06
13:25.6,12.21,55.06
13:25.6,12.26,55.06
13:25.6,12.24,55.06
13:25.6,12.24,44
13:25.6,12.25,44
13:25.7,12.27,44
13:25.7,12.26,44
13:25.7,12.26,4.25
13:25.7,12.27,4.25
13:25.7,12.29,4.25
13:25.8,12.29,4.25
13:25.8,11.92,4.19
13:25.8,12.12,4.19
13:25.8,12.18,4.19
13:25.8,12.27,4.19
13:25.9,12.32,4.19
13:25.9,12.29,4.19
13:25.9,9.96,8.31
13:25.9,10.12,8.31
13:25.9,11.94,8.31
13:26.0,12.38,8.31
13:26.0,12.28,8.31
13:26.0,12.18,173.69
13:26.0,12.16,173.69
13:26.0,12.2,173.69
13:26.1,12.23,173.69
13:26.1,12.26,6.81
13:26.1,12.25,6.81
13:26.1,12.26,6.81
13:26.1,12.27,6.81
13:26.2,12.23,5.44
13:26.2,12.24,5.44
13:26.2,12.11,5.44
13:26.2,12.09,5.44
13:26.2,12.06,6.38
13:26.3,12.05,6.38
13:26.3,12.08,6.38
13:26.3,12.08,6.38
13:26.3,12.11,14.25
13:26.3,12.13,14.25
13:26.4,12.14,14.25
13:26.4,12.13,14.25
13:26.4,12.14,14.25
13:26.4,12.11,15.38
13:26.4,12.02,15.38
13:26.5,12,15.38
13:26.5,12.02,15.38
13:26.5,11.94,10.75
13:26.5,12.01,10.75
13:26.5,11.98,10.75
13:26.6,11.93,10.75
13:26.6,11.97,16.75
13:26.6,11.99,16.75
13:26.6,11.99,16.63
13:26.6,11.89,16.63
13:26.7,11.56,20
13:26.7,11.55,20
13:26.7,11.51,20
13:26.7,11.59,19.88
13:26.7,11.7,19.88
13:26.8,11.69,19.88
13:26.8,11.82,19.88
13:26.8,11.63,40.06
13:26.8,11.66,40.06
13:26.8,11.92,40.06
13:26.9,12.04,40.06
13:26.9,11.84,40
13:26.9,11.85,40
13:26.9,11.72,40
13:26.9,11.94,40
13:27.0,11.73,25.19
13:27.0,12,25.19
13:27.0,11.86,25.19
13:27.0,12.05,25.19
13:27.0,12.04,17.56
13:27.1,11.88,17.56
13:27.1,11.71,17.56
13:27.1,12.07,17.56
13:27.1,11.87,24.56
13:27.1,11.74,24.56
13:27.2,11.82,24.56
13:27.2,11.92,24.56
13:27.2,11.52,24.56
13:27.2,11.66,29.75
13:27.2,11.67,29.75
13:27.3,11.39,29.75
13:27.3,11.1,29.75
13:27.3,10.35,18.63
13:27.3,10.13,18.63
13:27.3,8.86,18.63
13:27.4,9.43,18.63
13:27.4,9.52,46.63
13:27.4,9.15,46.63
13:27.4,9.23,46.63
13:27.4,9.5,46.63
13:27.5,9.52,191.69
13:27.5,9.91,191.69
13:27.5,10.06,157
13:27.5,10.12,157
13:27.5,10.04,157
13:27.6,9.96,157
13:27.6,9.61,157
13:27.6,9.59,125.44
13:27.6,9.98,125.44
13:27.6,10.03,125.44
13:27.7,10,125.44
13:27.7,10.04,144.06
13:27.7,9.98,144.06
13:27.7,10.09,144.06
13:27.7,9.98,144.06
13:27.8,9.96,119.88
13:27.8,9.97,119.88
13:27.8,9.97,119.88
13:27.8,9.98,119.88
13:27.8,9.87,122.63
13:27.9,9.98,122.63
13:27.9,9.91,122.63
13:27.9,10.01,122.63
13:27.9,10.08,122.94
13:27.9,10.03,122.94
13:28.0,10.18,122.94
13:28.0,10.27,122.94
13:28.0,10.3,122.94
13:28.0,10.27,118.19
13:28.0,10.27,118.19
13:28.1,10.28,118.19
13:28.1,10.25,118.19
13:28.1,10.31,93.56
13:28.1,10.27,93.56
13:28.1,10.28,93.56
13:28.2,10.42,93.56
13:28.2,10.43,104.94
13:28.2,10.45,104.94
13:28.2,10.42,100.56
13:28.2,10.53,100.56
13:28.3,10.52,100.56
13:28.3,10.62,100.56
13:28.3,10.54,95
13:28.3,10.58,95
13:28.3,10.67,95
13:28.4,10.68,95
13:28.4,10.61,95.63
13:28.4,10.55,95.63
13:28.4,10.61,95.63
13:28.4,10.72,95.63
13:28.5,10.69,95.63
13:28.5,10.7,86.31
13:28.5,10.81,86.31
13:28.5,10.93,86.31
13:28.5,10.96,86.31
13:28.6,10.89,82.25
13:28.6,10.98,82.25
13:28.6,10.89,82.25
13:28.6,10.82,82.25
13:28.6,10.8,66.94
13:28.7,10.88,66.94
13:28.7,10.96,66.94
13:28.7,11.11,66.94
13:28.7,11.16,71.81
13:28.7,11.18,71.81
13:28.8,11.13,71.81
13:28.8,11.16,71.81
13:28.8,11.16,57.31
13:28.8,11.16,57.31
13:28.8,11.11,57.31
13:28.9,11.14,57.31
13:28.9,11.2,57.31
13:28.9,11.21,58.56
13:28.9,11.2,58.56
13:28.9,11.34,58.56
13:29.0,11.49,58.56
13:29.0,11.47,55.06
13:29.0,11.52,55.06
13:29.0,11.82,55.06
13:29.0,11.8,55.06
13:29.1,11.8,46.38
13:29.1,11.84,46.38
13:29.1,11.9,46.38
13:29.1,11.86,46.38
13:29.1,11.82,22.31
13:29.2,11.82,22.31
13:29.2,11.82,22.31
13:29.2,11.75,22.31
13:29.2,11.73,23.19
13:29.2,11.66,23.19
13:29.3,11.66,25.63
13:29.3,11.63,25.63
13:29.3,11.65,25.63
13:29.3,11.57,25.63
13:29.3,11.47,25.63
13:29.4,11.54,32.75
13:29.4,11.77,32.75
13:29.4,11.68,32.75
13:29.4,11.93,32.75
13:29.4,12.01,41
13:29.5,12.18,41
13:29.5,11.94,41
13:29.5,11.95,41
13:29.5,11.97,32.56
13:29.5,12.02,32.56
13:29.6,11.92,32.56
13:29.6,11.95,32.56
13:29.6,11.89,25.63
13:29.6,11.85,25.63
13:29.6,11.95,25.63
13:29.7,11.95,25.63
13:29.7,11.91,15.75
13:29.7,11.83,15.75
13:29.7,11.95,15.75
13:29.7,12.06,15.75
13:29.8,12.05,17.69
13:29.8,12.07,17.69
13:29.8,12.04,17.69
13:29.8,12.04,17.69
13:29.8,12.07,17.69
13:29.9,12.05,16.31
13:29.9,12.01,16.31
13:29.9,12.1,16.31
13:29.9,12.07,16.31
13:29.9,12.07,19.13
13:30.0,12.13,19.13
13:30.0,12.24,19.13
13:30.0,12.2,19.13
13:30.0,12.09,12.69
13:30.0,12.14,12.69
13:30.1,12.21,12.69
13:30.1,12.29,12.69
13:30.1,12.22,11.19
13:30.1,12.21,11.19
13:30.1,12.16,10.31
13:30.2,12.16,10.31
13:30.2,12.1,11.69
13:30.2,12.11,11.69
13:30.2,12.09,11.69
13:30.2,12.17,15.56
13:30.3,12.14,15.56
13:30.3,12.08,15.56
13:30.3,12.04,15.56
13:30.3,12.09,18.94
13:30.3,12.07,18.94
13:30.4,12.11,18.94
13:30.4,12.13,18.94
13:30.4,12.14,16.69
13:30.4,12.15,16.69
13:30.4,12.07,16.69
13:30.5,12.11,16.69
13:30.5,12.02,10.38
13:30.5,11.96,10.38
13:30.5,11.94,10.38
13:30.5,11.86,10.38
13:30.6,11.74,15.38
13:30.6,11.78,15.38
13:30.6,11.77,15.38
13:30.6,11.82,15.38
13:30.6,11.76,15.38
13:30.7,11.63,31.56
13:30.7,11.65,31.56
13:30.7,11.49,31.56
13:30.7,11.2,31.56
13:30.7,10.81,32.81
13:30.8,10.2,32.81
13:30.8,10.13,32.81
13:30.8,10.49,32.81
13:30.8,10.61,57.19
13:30.8,10.94,57.19
13:30.9,11.46,57.19
13:30.9,11.63,57.19
13:30.9,11.67,113.06
13:30.9,11.75,113.06
13:30.9,10.08,37.13
13:31.0,10.62,37.13
13:31.0,11.04,37.13
13:31.0,11.38,37.13
13:31.0,11.59,106
13:31.0,11.69,106
13:31.1,11.02,106
13:31.1,10.44,106
13:31.1,10.6,106
13:31.1,11.04,32.44
13:31.1,11.16,32.44
13:31.2,11.14,32.44
13:31.2,10.75,32.44
13:31.2,10.54,82
13:31.2,10.77,82
13:31.2,10.8,82
13:31.3,10.77,82
13:31.3,10.32,92.88
13:31.3,10.41,92.88
13:31.3,10.75,92.88
13:31.3,10.65,92.88
13:31.4,10.65,84.56
13:31.4,10.73,84.56
13:31.4,11.02,84.56
13:31.4,11.13,84.56
13:31.4,11.55,90.13
13:31.5,11.21,90.13
13:31.5,12.22,90.13
13:31.5,11.27,90.13
13:31.5,12.68,48.06
13:31.5,13.11,48.06
13:31.6,13.12,48.06
13:31.6,12.86,48.06
13:31.6,12.59,48.06
13:31.6,12.33,57.88
13:31.6,12.25,57.88
13:31.7,12.28,57.88
13:31.7,12.3,57.88
13:31.7,12.31,4.06
13:31.7,12.31,4.06
13:31.7,12.31,4.06
13:31.8,12.31,4.06
13:31.8,12.3,2.88
13:31.8,12.3,2.88
13:31.8,12.31,2.81
13:31.8,12.33,2.81
13:31.9,12.31,2.81
13:31.9,12.31,2.81
13:31.9,12.27,2.81
13:31.9,12.27,2.38
13:31.9,12.3,2.38
13:32.0,12.32,2.38
13:32.0,12.32,2.38
13:32.0,12.32,3.56
13:32.0,12.32,3.56
13:32.0,12.31,3.56
13:32.1,12.35,3.56
13:32.1,12.32,2.44
13:32.1,12.34,2.44
13:32.1,12.35,2.44
13:32.1,12.3,2.44
13:32.2,12.3,2.56
13:32.2,12.3,2.56
13:32.2,10.91,2.56
13:32.2,12.14,2.56
13:32.2,12.18,4.38
13:32.3,12.17,4.38
13:32.3,12.18,4.38
13:32.3,12.11,4.38
13:32.3,11.98,4.38
13:32.3,11.52,5.88
13:32.4,11.21,5.88
13:32.4,10.86,5.88
13:32.4,10.43,5.88
13:32.4,10.05,10.25
13:32.4,9.74,10.25
13:32.5,10,10.25
13:32.5,9.8,10.25
13:32.5,9.82,86
13:32.5,9.93,86
13:32.5,9.98,137.69
13:32.6,10.29,137.69
13:32.6,10.37,137.69
13:32.6,10.51,137.69
13:32.6,10.45,137.69
13:32.6,10.54,122.25
13:32.7,10.57,122.25
13:32.7,10.67,122.25
13:32.7,10.86,122.25
13:32.7,10.86,96.31
13:32.7,10.81,96.31
13:32.8,10.91,96.31
13:32.8,11.09,96.31
13:32.8,11.11,76.5
13:32.8,11.36,76.5
13:32.8,11.28,76.5
13:32.9,11.62,76.5
13:32.9,11.37,51.06
13:32.9,11.36,51.06
13:32.9,11.25,51.06
13:32.9,11.34,51.06
13:33.0,11.43,33.06
13:33.0,11.45,33.06
13:33.0,11.32,33.06
13:33.0,11.26,33.06
13:33.0,11.27,54.13
13:33.1,11.11,54.13
13:33.1,11.21,54.13
13:33.1,11.27,54.13
13:33.1,11.57,54.13
13:33.1,11.73,55
13:33.2,11.92,55
13:33.2,12.2,55
13:33.2,12.37,55
13:33.2,12.6,45.13
13:33.2,12.77,45.13
13:33.3,12.68,45.13
13:33.3,12.56,45.13
13:33.3,12.43,5.69
13:33.3,12.44,5.69
13:33.3,12.18,5.69
13:33.4,11.47,5.69
13:33.4,10.37,4.56
13:33.4,11.6,4.56
13:33.4,11.98,4.56
13:33.4,12.05,4.56
13:33.5,12.07,10
13:33.5,12.04,10
13:33.5,11.97,14.31
13:33.5,11.95,14.31
13:33.5,11.97,14.31
13:33.6,12.06,14.31
13:33.6,12.12,17.13
13:33.6,11.41,17.13
13:33.6,10.97,17.13
13:33.6,11.84,17.13
13:33.7,11.43,17.13
13:33.7,11.49,9.25
13:33.7,11.24,9.25
13:33.7,11.36,9.25
13:33.7,11.05,9.25
13:33.8,10.54,61.25
13:33.8,10.89,61.25
13:33.8,10.99,61.25
13:33.8,11.04,61.25
13:33.8,10.84,70.25
13:33.9,10.65,70.25
13:33.9,10.69,70.25
13:33.9,10.84,70.25
13:33.9,10.97,82.88
13:33.9,11.07,82.88
13:34.0,11.18,82.88
13:34.0,11.21,82.88
13:34.0,11.2,69.94
13:34.0,11.27,69.94
13:34.0,11.34,69.94
13:34.1,11.41,69.94
13:34.1,11.31,69.94
13:34.1,11.21,53.44
13:34.1,11.09,53.44
13:34.1,11.21,53.44
13:34.2,11.19,53.44
13:34.2,11.2,42.88
13:34.2,11.24,42.88
13:34.2,11.26,42.88
13:34.2,11.25,42.88
13:34.3,11.28,61.13
13:34.3,11.27,61.13
13:34.3,11.2,61.13
13:34.3,11.13,61.13
13:34.3,11.08,51.5
13:34.4,10.91,51.5
13:34.4,10.8,51.5
13:34.4,10.93,51.5
13:34.4,10.9,51.56
13:34.4,10.85,51.56
13:34.5,10.79,51.56
13:34.5,10.98,51.56
13:34.5,11.21,72.25
13:34.5,11.23,72.25
13:34.5,11.18,75.69
13:34.6,11.33,75.69
13:34.6,11.28,75.69
13:34.6,11.32,75.69
13:34.6,11.26,52.13
13:34.6,11.31,52.13
13:34.7,11.39,52.13
13:34.7,11.42,52.13
13:34.7,12.39,52.13
13:34.7,11.16,50.19
13:34.7,11.16,50.19
13:34.8,11.39,50.19
13:34.8,11.33,50.19
13:34.8,11.33,44.31
13:34.8,11.41,44.31
13:34.8,11.46,44.31
13:34.9,11.44,44.31
13:34.9,11.52,47.44
13:34.9,11.68,47.44
13:34.9,11.76,47.44
13:34.9,11.77,47.44
13:35.0,11.71,39.69
13:35.0,11.8,39.69
13:35.0,11.84,39.69
13:35.0,11.86,39.69
13:35.0,11.93,23.63
13:35.1,11.88,23.63
13:35.1,11.98,23.63
13:35.1,11.94,23.63
13:35.1,11.91,24.44
13:35.1,11.84,24.44
13:35.2,11.77,24.44
13:35.2,11.89,24.44
13:35.2,12.06,24.44
13:35.2,12,14.69
13:35.2,12.09,14.69
13:35.3,12.1,14.69
13:35.3,12.07,14.69
13:35.3,11.95,13.5
13:35.3,11.8,13.5
13:35.3,11.89,13.5
13:35.4,12.04,13.5
13:35.4,11.57,11.25
13:35.4,11.69,11.25
13:35.4,11.59,13.5
13:35.4,11.52,13.5
13:35.5,11.8,18.81
13:35.5,11.79,18.81
13:35.5,11.78,41.06
13:35.5,11.72,41.06
13:35.5,11.26,41.06
13:35.6,11.13,41.06
13:35.6,11.34,41.06
13:35.6,11.58,22.81
13:35.6,11.69,22.81
13:35.6,11.77,22.81
13:35.7,10.87,22.81
13:35.7,10.01,40.31
13:35.7,10.78,40.31
13:35.7,11.3,40.31
13:35.7,11.56,40.31
13:35.8,11.63,86.06
13:35.8,11.79,86.06
13:35.8,11.81,86.06
13:35.8,11.75,86.06
13:35.8,11.76,35.44
13:35.9,11.82,35.44
13:35.9,11.97,35.44
13:35.9,12.09,35.44
13:35.9,12.36,28.75
13:35.9,12.18,28.75
13:36.0,12.16,28.75
13:36.0,12.05,28.75
13:36.0,12.07,12.69
13:36.0,12.17,12.69
13:36.0,12.19,12.69
13:36.1,12.19,12.69
13:36.1,12.36,13
13:36.1,11.99,13
13:36.1,12.21,13
13:36.1,12.27,13
13:36.2,12.29,7.44
13:36.2,12.3,7.44
13:36.2,12.32,7.44
13:36.2,12.26,7.44
13:36.2,12.29,7.44
13:36.3,12.24,5.81
13:36.3,12.26,5.81
13:36.3,12.25,5.81
13:36.3,12.38,5.81
13:36.3,12.47,6.88
13:36.4,12.46,6.88
13:36.4,12.24,6.88
13:36.4,12.17,6.88
13:36.4,12.41,5.06
13:36.4,12.38,5.06
13:36.5,12.35,5.06
13:36.5,12.35,5.06
13:36.5,12.35,2.94
13:36.5,12.34,2.94
13:36.5,12.36,2.69
13:36.6,12.34,2.69
13:36.6,12.35,2.56
13:36.6,11.54,2.56
13:36.6,10.29,2.56
13:36.6,11.57,2.56
13:36.7,10.77,2.56
13:36.7,9.69,2.56
13:36.7,11.3,2.56
13:36.7,11.95,72.88
13:36.7,11.65,72.88
13:36.8,11.32,72.88
13:36.8,11.17,72.88
